,Symbol,Date,price,3m,6m,9m,12m,ROE,P/E,P/B,D/E,Current_Ratio,Net_Profit_Margin,EBITDA,DilutedEPS,3m_momentum,6m_momentum,target,Security,GICS Sector
14,AEE,2021-12-31 00:00:00-05:00,80.67032623291016,85.53870391845703,82.96231842041016,74.427978515625,82.72120666503906,0.102061855670103,21.007897456487022,2.14233773583481,140.3298969072165,0.6963906581740976,0.1548326556146387,2812000000.0,3.84,1.1059669459367216,1.1262618844147696,1.0284118454061797,Ameren,Utilities
15,AEP,2021-12-31 00:00:00-05:00,78.68325805664062,89.00421905517578,86.26272583007812,78.34051513671875,86.85086059570312,0.1109115061605121,15.863560092064642,1.7599808533137324,163.41360126954692,0.6284210611023039,0.1481717484516436,6757400000.0,4.96,1.1062439904697057,1.0705160729396153,1.0963288501345658,American Electric Power,Utilities
16,AES,2021-12-31 00:00:00-05:00,21.637928009033203,23.07587623596192,18.98491668701172,20.56752014160156,26.33075904846192,-0.1461758398856326,-35.472013129562626,5.185151309492807,668.2987848463189,1.1318681318681318,-0.0367112467462525,903000000.0,-0.61,1.0708232464375995,0.943611261478123,0.8773906946675334,AES Corporation,Utilities
17,AFL,2021-12-31 00:00:00-05:00,54.13169479370117,60.06826400756836,51.98643112182617,53.14557266235352,68.4284896850586,0.1272366403031305,8.471313739233361,1.101629557815734,23.925660842630737,,0.1963705560196788,,6.39,1.126542145241794,1.1007361744757942,0.9603694072711642,Aflac,Financials
18,AIG,2021-12-31 00:00:00-05:00,52.85138320922852,58.66535568237305,48.082298278808594,44.915035247802734,60.126373291015625,0.1571805446054945,4.422709891985651,0.6930432738779829,45.73200315361756,,0.1995227005908504,,11.95,1.0419903017037149,1.2086783665647007,0.9097641705607796,American International Group,Financials
19,AIZ,2021-12-31 00:00:00-05:00,147.155517578125,172.39210510253906,164.4994659423828,138.8213348388672,120.17062377929688,0.249226771105946,14.427011527267158,1.6192114546364105,40.30855950659761,,0.1336723075110919,,10.2,0.9921859559760432,1.0061308992795883,1.1178616760315732,Assurant,Financials
20,AJG,2021-12-31 00:00:00-05:00,164.1865997314453,169.501708984375,158.7837677001953,167.21990966796875,184.608139038086,0.1065770297588265,37.57130428637193,4.001155882177173,77.48695406892013,1.0558948311921124,0.110458742417229,1767500000.0,4.37,1.144791180367035,1.218878906013268,0.9670929779226748,Arthur J. Gallagher & Co.,Financials
21,AKAM,2021-12-31 00:00:00-05:00,117.04000091552734,119.38999938964844,91.33000183105467,80.31999969482422,84.30000305175781,0.143849886556642,29.78117071641917,4.283805814242096,63.11099700795627,2.429880266872148,0.1882692909413811,1351185000.0,3.93,1.1190362846692858,1.0037736058933475,0.780331520135337,Akamai Technologies,Information Technology
22,ALB,2021-12-31 00:00:00-05:00,225.46275329589844,213.73263549804688,202.285873413086,256.29913330078125,210.51934814453125,0.0219850936826809,212.700710656508,4.670806219313152,44.81985385224449,1.0636737829683591,0.0371615378443892,449094000.0,1.06,1.069328523357555,1.3922695490884387,0.8972031331773634,Albemarle Corporation,Materials
23,ALGN,2021-12-31 00:00:00-05:00,657.1799926757812,436.0,236.6699981689453,207.1100006103516,210.8999938964844,0.2131054231716884,67.82043268067919,14.45257064633849,3.4608031437204265,1.2962489429963864,0.1953203271581325,1085129000.0,9.69,0.9876020015767164,1.0755810027426862,0.360129646073547,Align Technology,Health Care
24,ALL,2021-12-31 00:00:00-05:00,108.3504409790039,128.4653778076172,118.28605651855467,117.03433990478516,128.2594451904297,0.0641010365781008,21.844846971573368,1.2870891177894306,31.677191310218834,,0.031896602833936,,4.96,0.9306706384476764,0.9137209097788076,1.0916987396800286,Allstate,Financials
25,ALLE,2021-12-31 00:00:00-05:00,126.83234405517578,105.51824951171876,94.4819564819336,86.92351531982422,102.02462768554688,0.6362798050322751,23.75137529123142,15.12096843234542,189.9749703596364,1.85894876912841,0.1684452814396317,657300000.0,5.34,1.004715174578647,0.9558269773179716,0.7449357925877927,Allegion,Industrials
26,AMAT,2021-11-01 00:00:00-04:00,135.36688232421875,134.710693359375,109.98993682861328,103.84657287597656,87.85929107666016,0.4807708010124928,21.15107536315918,10.157766380007924,46.9747693312648,2.5389344262295084,0.2553006980878463,7401000000.0,6.4,0.984192614774002,1.0550038703128275,0.812532393414254,Applied Materials,Information Technology
27,AMCR,2021-06-30 00:00:00-04:00,9.657094955444336,9.858386993408203,10.276211738586426,10.007837295532228,10.889154434204102,0.1971032745591939,16.041685972498897,3.154164515254279,141.7086481947943,1.2119677790563868,0.073011429904362,1920000000.0,0.602,0.9858933180412206,0.9961867045038344,1.0641100377347907,Amcor,Materials
28,AMD,2021-12-31 00:00:00-05:00,143.89999389648438,109.33999633789062,76.47000122070312,63.36000061035156,64.7699966430664,0.4217687074829932,55.99221552392388,23.589848272479564,8.816860077364279,2.024292452830189,0.1924059875867105,4166000000.0,2.57,1.398445012270424,1.531991838911504,0.5314107328990746,Advanced Micro Devices,Information Technology
29,AME,2021-12-31 00:00:00-05:00,143.90228271484375,130.56100463867188,107.92401123046876,111.5745849609375,137.67196655273438,0.1440730082172516,33.85936063878677,4.875274691145968,39.59168984808242,1.3617002086592969,0.1785000452536494,1595663000.0,4.25,1.1874069739588464,1.1046929044059424,0.7499812051621175,Ametek,Industrials
30,AMGN,2021-12-31 00:00:00-05:00,202.9546356201172,220.0261993408203,223.15147399902344,208.3303375244141,244.42218017578125,0.8795522388059701,19.74266883464175,17.35716510601898,497.14925373134326,1.59102101116218,0.2268370607028754,11296000000.0,10.28,1.0668178244602922,0.9378896537028132,1.09951390269859,Amgen,Health Care
31,AMP,2021-12-31 00:00:00-05:00,287.08697509765625,286.8653564453125,228.05455017089844,242.8690185546875,301.37078857421875,0.5751556976939909,10.080301091912087,5.357137185182801,87.46002356505639,,0.2554384391119085,,28.48,1.1463562261408435,1.2218283569610278,0.7943745386543846,Ameriprise Financial,Financials
32,AMT,2021-12-31 00:00:00-05:00,264.420166015625,227.10304260253903,233.6727600097656,196.28916931152344,196.5482635498047,0.5053333858143746,46.71734381901501,23.588930868131,1023.5495552231756,0.4113021516879335,0.2744178093171884,6032900000.0,5.66,1.1075420956419737,1.0932249544406538,0.8837177362392838,American Tower,Real Estate
33,AMZN,2021-12-31 00:00:00-05:00,166.7169952392578,162.99749755859375,106.20999908447266,113.0,84.0,0.2413396506202756,51.44792323383978,12.42131759531524,84.19472675322797,1.1357597739445826,0.0710141287551455,74393000000.0,3.2405,1.0150074054159357,0.9692397998849612,0.6370676182836024,Amazon,Consumer Discretionary
34,ANET,2021-12-31 00:00:00-05:00,35.9375,34.744998931884766,23.434999465942383,28.22249984741211,30.33749961853028,0.211344191424119,54.65779467680608,11.534324259789877,1.4207761524154223,4.33641218602145,0.2852250497534461,975073000.0,0.6575,1.6732626454700172,1.5870387344390338,0.6521043329653533,Arista Networks,Information Technology
35,ANSS,2021-12-31 00:00:00-05:00,401.1199951171875,317.6499938964844,239.2899932861328,221.6999969482422,241.58999633789065,0.1013876301056545,77.73643316224563,7.881154218200709,19.133470471324124,2.104805187464996,0.2384346900297108,634626000.0,5.16,1.1782052599054165,1.1557655677372234,0.5965546375124583,Ansys,Information Technology
36,AON,2021-12-31 00:00:00-05:00,293.60821533203125,318.69989013671875,264.40625,263.1349792480469,295.4066162109375,1.182846371347785,52.902381140906535,62.56815974229243,982.3751178133836,0.9978503643894512,0.1029279094562453,2579000000.0,5.55,1.053428147064572,1.2632827177475985,0.9005410482162164,Aon plc,Financials
37,AOS,2021-12-31 00:00:00-05:00,81.01837158203125,60.51768493652344,52.02545166015625,46.43635177612305,55.03233337402344,0.2658552559764218,26.82727535828849,7.133437235898527,11.95284357602882,1.5664998212370398,0.137641640057645,707800000.0,3.02,1.4119170448833531,1.2010828614052769,0.6421436671280304,A. O. Smith,Industrials
38,APA,2021-12-31 00:00:00-05:00,24.698110580444336,38.108184814453125,32.27042007446289,31.72722244262696,43.57749557495117,-0.7115987460815048,9.53595003105959,-5.806765810449296,-477.05329153605015,1.1242324043457723,0.1421415153412648,3661000000.0,2.59,1.2576693849796945,1.2478172226756177,1.3065944856426306,APA Corporation,Energy
39,APD,2021-09-30 00:00:00-04:00,234.67686462402344,278.4582824707031,233.1244659423828,224.3691253662109,218.6668701171875,0.1550329770969814,24.8861998540852,3.856481486210567,60.704446922753085,2.992497588510593,0.2033420517291485,3970500000.0,9.43,0.895421455996695,0.92114178865129,0.9933848875900988,Air Products,Materials
40,APH,2021-12-31 00:00:00-05:00,42.3421630859375,36.57465362548828,31.35014915466309,32.69640350341797,37.27978897094727,0.252427800698191,33.34028589443898,8.405275471359538,76.16470961599492,2.4348003759552124,0.1462629754604047,2500300000.0,1.27,1.197222057435621,1.2840347891190476,0.7404003425303914,Amphenol,Information Technology
41,APO,2021-12-31 00:00:00-05:00,67.7658920288086,58.341556549072266,45.970340728759766,44.38518142700195,61.2685546875,0.4853523357086302,9.257635523061284,4.230989866933374,361.2562681446292,0.627708789870952,0.3090236934968913,5795000000.0,7.32,1.1838426265271582,1.1823695627373718,0.6783697011510196,Apollo Global Management,Financials
42,APTV,2021-12-31 00:00:00-05:00,164.9499969482422,119.70999908447266,89.06999969482422,78.20999908447266,93.12999725341795,0.0706840781118964,85.02577162280525,5.359738609356924,53.46831196837187,2.0052293796054195,0.0377769240619797,1833000000.0,1.94,1.1072698905591352,1.0484331979184114,0.5399818208106575,Aptiv,Consumer Discretionary
43,ARE,2021-12-31 00:00:00-05:00,194.99630737304688,177.0137176513672,128.614501953125,125.369873046875,131.37876892089844,0.0352849388821499,51.04615376257772,1.7760944370896652,56.991179861666254,0.4080873930998827,0.2702017359222382,1617508000.0,3.82,1.172935526020631,1.2390383510822516,0.6595739602816372,Alexandria Real Estate Equities,Real Estate
44,ATO,2021-09-30 00:00:00-04:00,80.60733795166016,96.1834945678711,111.51587677001952,104.49220275878906,95.48772430419922,0.0841750782134414,15.743620693683624,1.3236018762392954,95.65190557246976,0.8086689237983054,0.1953235372664336,1380830000.0,5.12,0.923550163610912,0.9033295417314464,1.383446041234358,Atmos Energy,Utilities
45,AVB,2021-12-31 00:00:00-05:00,225.9351959228516,223.5367584228516,176.25001525878906,168.5599822998047,149.28729248046875,0.0918633907787284,31.42353211722553,2.887445685420784,75.64622525057565,0.9084838703588348,0.4376316534849772,1989100000.0,7.19,1.1551477249846058,1.2268291425951308,0.7800911305603176,AvalonBay Communities,Real Estate
46,AVGO,2021-11-01 00:00:00-04:00,48.89469909667969,55.23390197753906,54.07160568237305,50.73797225952149,44.63217926025391,0.269558605786546,32.678161468123434,8.415061219266104,158.98995558045542,2.640662314918006,0.245391621129326,14691000000.0,1.49625,1.097466318558605,1.175106807438565,1.105878515343219,Broadcom,Information Technology
47,AVY,2021-12-31 00:00:00-05:00,205.0936279296875,165.3893280029297,154.55377197265625,155.97698974609375,174.2035675048828,0.3845874038661401,23.226911430315685,8.931015392074315,161.33340261899812,1.0732760312414145,0.0880201705457702,1306900000.0,8.83,1.0484794646543625,1.036478832173976,0.75357672021049,Avery Dennison,Materials
48,AWK,2021-12-31 00:00:00-05:00,176.85586547851562,155.6121826171875,140.47386169433594,123.42105102539062,145.21263122558594,0.1730611126335982,25.44688711921088,4.410491575375423,151.57577418470814,0.7258290518449323,0.3213740458015267,2679000000.0,6.95,1.1212506117555945,1.2339099387517762,0.794284283055318,American Water Works,Utilities
49,AXON,2021-12-31 00:00:00-05:00,157.0,137.72999572753906,93.16999816894533,115.75,165.92999267578125,-0.0572773367155,-172.52747252747253,9.917447074912513,1.950662738619782,2.6509780871210764,-0.0695150808275836,-149429000.0,-0.91,0.8970403163491617,0.8880090344457664,0.5934394787830911,Axon Enterprise,Industrials
50,AXP,2021-12-31 00:00:00-05:00,156.3802947998047,179.1962432861328,133.71080017089844,130.1322021484375,143.06150817871094,0.3634395995851558,15.6068158482839,5.570655764614046,184.506470667809,,0.1868032539921663,,10.02,0.9789691255001576,0.9951864944512138,0.8550360061113107,American Express,Financials
51,AZO,2021-08-31 00:00:00-04:00,1549.1500244140625,1817.0699462890625,1863.3900146484373,2059.64990234375,2119.2099609375,-1.2073827728624071,16.27429377470388,-19.64860309146309,-457.8023472130739,0.8704907925013508,0.1483510297797237,3357627000.0,95.19,1.0980260489926916,1.3247505152331878,1.2028467128954992,AutoZone,Consumer Discretionary
52,BA,2021-12-31 00:00:00-05:00,201.32000732421875,191.5,136.72000122070312,121.08000183105467,190.4900054931641,0.2801520101340089,-28.156644381009613,-7.8922704384719395,-389.1592772851523,1.325324421894819,-0.0674629932890216,-175000000.0,-7.15,0.9153405705624288,0.8403740581729555,0.6791178037288683,Boeing,Industrials
53,BAC,2021-12-31 00:00:00-05:00,40.86058044433594,38.04244995117188,28.89573860168457,28.21718978881836,31.12639045715332,0.1184080928365658,11.445540740710348,1.294873074266308,112.51694030348136,,0.3588477550974605,,3.57,1.0531012255815484,1.089818772193592,0.7071787062687377,Bank of America,Financials
54,BALL,2021-12-31 00:00:00-05:00,92.20832824707033,86.39299774169922,66.19341278076172,46.67388916015625,49.57896423339844,0.2420733388475324,34.7955955649322,8.430566520995926,224.8966087675765,0.8773727532336637,0.0635725146622257,1978000000.0,2.65,1.0722851994204337,1.193230572319727,0.7178680625822083,Ball Corporation,Materials
55,BAX,2021-12-31 00:00:00-05:00,79.25078582763672,71.82247924804688,59.72649383544922,50.33764266967773,47.88227844238281,0.1414564283353531,31.324421275745745,4.435319951574248,201.71862950313985,2.0944287063267235,0.1057138152478182,2190000000.0,2.53,1.0712587253566843,1.074203075341026,0.7536389193152349,Baxter International,Health Care
56,BDX,2021-09-30 00:00:00-04:00,227.3038024902344,235.0130615234375,250.9901123046875,236.05532836914065,214.08151245117188,0.0883557883177767,33.18303685988823,2.804111178171647,74.37597668623559,1.3338364020525204,0.1093513146202498,4391000000.0,6.85,1.01407912435347,1.0093041933880285,1.104205380804805,Becton Dickinson,Health Care
57,BEN,2021-09-30 00:00:00-04:00,24.9980697631836,28.37009048461914,24.329185485839844,20.213329315185547,18.89900779724121,0.1631591139939768,7.002260437866554,1.0927217265550433,67.61587397758255,3.5099659136865213,0.2173402171977924,2840200000.0,3.57,0.9375219247921688,1.0314230063980987,0.973242565020236,Franklin Resources,Financials
58,BG,2021-12-31 00:00:00-05:00,85.66203308105469,102.2053451538086,84.02642059326172,76.98370361328125,93.60855102539062,0.2709610118659538,6.28020770388964,1.6978261870283364,88.92945625244491,1.765336765336765,0.0351298350013524,3232000000.0,13.64,1.1543881038103594,1.2092693060820847,0.9809059489779696,Bunge Global,Consumer Staples
59,BIIB,2021-12-31 00:00:00-05:00,239.9199981689453,210.6000061035156,203.94000244140625,267.0,276.9200134277344,0.1428112553000128,23.069230593167816,3.293995312684626,69.78120812760412,1.8278581731887769,0.1416993725925858,2880100000.0,10.4,0.8478038321081297,0.6928697426315871,0.8500333611114698,Biogen,Health Care
60,BK,2021-12-31 00:00:00-05:00,52.49036407470703,45.11638641357422,38.217041015625,35.59709930419922,42.44344329833984,0.0873495375749407,12.678831902103148,1.0445367776328494,61.997490356462336,,0.2404528881212819,,4.14,1.1268159628832926,1.148044499302748,0.7280772312157413,BNY Mellon,Financials
61,BKNG,2021-12-31 00:00:00-05:00,2373.28271484375,2323.0517578125,1730.0748291015625,1625.438720703125,1993.4849853515625,0.1885723535124635,84.24858767638445,15.889239179567369,182.5348009064422,2.1045469100224143,0.1063150209892316,2398000000.0,28.17,1.0106829593640816,1.0964951848679751,0.7289796610748356,Booking Holdings,Consumer Discretionary
62,BKR,2021-12-31 00:00:00-05:00,22.198625564575195,33.82414627075195,26.950401306152344,19.71383285522461,27.962100982666016,-0.0147673634524612,-82.21713172064887,1.2334232950242725,45.360755225893456,1.6504163014899211,-0.0106818846941761,1832000000.0,-0.27,0.9799401619100768,1.0687163801383637,1.2140574135554405,Baker Hughes,Energy
63,BLDR,2021-12-31 00:00:00-05:00,85.70999908447266,64.54000091552734,53.70000076293945,58.91999816894531,64.87999725341797,0.3592759659017911,10.107311212791586,3.631334202825092,70.83320058944534,1.8641652154754684,0.0867310992901527,2934776000.0,8.48,1.6565519192888531,2.0091420391712003,0.626531342160145,Builders FirstSource,Industrials
64,BLK,2021-12-31 00:00:00-05:00,840.489501953125,706.18408203125,566.8550415039062,515.991455078125,669.0552368164062,0.1565542673705993,22.07914604396458,3.4567804444465984,24.720770434828747,14.454545454545457,0.3045834623722515,8793000000.0,38.06712,1.096729177322224,1.055803083336068,0.6744343122171598,BlackRock,Financials
65,BMY,2021-12-31 00:00:00-05:00,54.384124755859375,64.7320327758789,68.72502899169922,63.450157165527344,64.7067642211914,0.1945696322261169,17.430809216621594,3.396549270486404,126.84582429199354,1.5210353027254435,0.1507815026409399,20118000000.0,3.12,1.053743422267339,0.9476568537531248,1.2636966565080057,Bristol Myers Squibb,Health Care
66,BR,2021-06-30 00:00:00-04:00,151.5133514404297,156.8960418701172,172.79354858398438,147.90756225585938,135.93775939941406,0.3026199425160292,32.58351643880208,9.865284545480112,231.64382047313728,0.9792701863354036,0.1096381440615175,1088400000.0,4.65,1.0596334196265005,1.0699519568018527,1.1404505527927666,Broadridge Financial Solutions,Industrials
67,BRO,2021-12-31 00:00:00-05:00,68.7890396118164,70.843994140625,57.2889518737793,59.484256744384766,56.14186096191406,0.1398889656651337,33.231420102326766,4.546937652760951,53.52283828540113,1.248519157231761,0.1926497128794093,980700000.0,2.07,1.2695616090562625,1.3270021354767527,0.8328208366208911,Brown & Brown,Financials
68,BSX,2021-12-31 00:00:00-05:00,42.47999954223633,44.290000915527344,37.27000045776367,38.72999954223633,46.27000045776367,0.0626240750767009,61.56521672787874,3.664069262086173,56.85495999518739,1.4780065512400562,0.0875672947510094,2510000000.0,0.69,0.9790274288957652,0.9934518524254508,0.8773540691945502,Boston Scientific,Health Care
69,BX,2021-12-31 00:00:00-05:00,115.4450912475586,114.4972686767578,83.30301666259766,77.38630676269531,69.2607192993164,0.6216134471653239,14.199888222331928,8.818263459335203,92.47877483061733,,0.3517459486651464,,8.13,1.1209380529085415,1.350595934668141,0.7215811473973803,Blackstone Inc.,Financials
70,BXP,2021-12-31 00:00:00-05:00,95.73102569580078,107.8488311767578,75.31363677978516,64.27886962890625,58.8115119934082,0.0865946637138714,30.1990617336911,2.567351594499041,228.7546323118536,2.582131073477267,0.1748914101226848,1776130000.0,3.17,1.0721270243590837,1.0226178440579503,0.7867210927552303,"BXP, Inc.",Real Estate
71,C,2021-12-31 00:00:00-05:00,53.133262634277344,47.3532829284668,41.20244598388672,37.70027542114258,41.39469146728516,0.1086883330362624,5.239966729218673,0.5391406157422216,139.7951201156596,,0.305368147231071,,10.14,0.8667379958135922,0.866174797119825,0.775454734470909,Citigroup,Financials
72,CAG,2021-06-01 00:00:00-04:00,32.63070297241211,28.84063720703125,26.52298927307129,30.31019401550293,28.832216262817383,0.1518744591781847,12.26718156857598,1.861275627346597,107.472111134498,0.8172826810235315,0.1161229179146512,2220300000.0,2.66,1.126382812498457,1.068172974765772,0.8128232573940763,Conagra Brands,Consumer Staples
73,CAH,2021-06-30 00:00:00-04:00,51.88866424560547,45.3857650756836,47.87253189086914,53.38520431518555,49.29145050048828,0.3411501954215522,24.94647319500263,8.517737179345621,348.1853713009492,1.1239501882421084,0.0037607637243255,1286000000.0,2.08,0.9318473204711308,1.0949256534512737,0.9226009007445284,Cardinal Health,Health Care
74,CARR,2021-12-31 00:00:00-05:00,51.891822814941406,43.88417434692383,34.39112854003906,34.29468536376953,40.12297058105469,0.2458992167873503,27.74963786895262,6.827144946378356,151.07137579429585,1.7212916855288969,0.0807257555911318,2695000000.0,1.87,1.053315130663469,1.121802321266289,0.6627464175162014,Carrier Global,Industrials
75,CAT,2021-12-31 00:00:00-05:00,194.103515625,210.2157592773437,169.45687866210938,156.62420654296875,230.2044982910156,0.3936544528027177,16.407735893913777,6.45873442855572,229.2465421014317,1.455925218614936,0.1273076847619234,11044000000.0,11.83,1.0828853577115385,0.96033229114883,0.873022996724726,Caterpillar Inc.,Industrials
76,CB,2021-12-31 00:00:00-05:00,183.98638916015625,204.3581695556641,188.5963287353516,175.24598693847656,213.3704528808593,0.1427638409753156,9.547814694351649,1.365555274739278,27.075727635060453,,0.2086341499229093,,19.27,1.1189223584308343,1.2266519657746469,1.025055959952661,Chubb Limited,Financials
77,CBOE,2021-12-31 00:00:00-05:00,126.41951751708984,111.38323211669922,110.67144775390624,115.2372817993164,123.68614196777344,0.1467487794052374,25.695023885587368,3.7594796598513183,39.627718597425655,1.3095869323526896,0.1513677463660295,971500000.0,4.92,1.0567370128783076,1.1036571553333063,0.8754301885968051,Cboe Global Markets,Financials
78,CBRE,2021-12-31 00:00:00-05:00,108.51000213623048,91.5199966430664,73.61000061035156,67.51000213623047,76.95999908447266,0.2154031926810286,20.057301688767183,4.322455637228739,49.2159007189448,1.1975913866815129,0.0662077416564549,2092000000.0,5.41,1.1145234331961724,1.265717927065198,0.6783706493520921,CBRE Group,Real Estate
79,CCI,2021-12-31 00:00:00-05:00,176.4118194580078,157.342529296875,144.7994842529297,125.3966293334961,118.95135498046876,0.1327197868733349,69.7279918806355,9.271340475269485,327.0646645676919,0.6189536031589339,0.1728706624605678,3455000000.0,2.53,1.2133412170497753,1.0854952183586186,0.820804072336704,Crown Castle,Real Estate
80,CCL,2021-11-30 00:00:00-05:00,17.6200008392334,20.32999992370605,13.880000114440918,9.770000457763672,9.93000030517578,-0.7823616600790514,-2.082742415985035,1.6293857824818103,284.9720026350461,0.9735780169100692,-4.979559748427673,-5688000000.0,-8.46,0.7456623556926852,0.5960758172385734,0.7877411721533608,Carnival,Consumer Discretionary
81,CDNS,2021-12-31 00:00:00-05:00,186.3500061035156,164.4600067138672,150.02999877929688,163.42999267578125,160.63999938964844,0.2539356180502978,74.54000244140624,18.96072682897978,16.591131746741222,1.7666030013642564,0.232897648250946,916117000.0,2.5,1.2305203585533249,1.3620084499917249,0.8050979010752308,Cadence Design Systems,Information Technology
82,CDW,2021-12-31 00:00:00-05:00,197.003173828125,172.60675048828125,152.49879455566406,151.47604370117188,173.85650634765625,1.400878560294743,27.98340537331321,39.22197240024311,1041.9158282556327,1.271212715855573,0.047481364789057,1639900000.0,7.04,1.1279154173513313,1.1779048952281568,0.7740931623137218,CDW Corporation,Information Technology
83,CEG,2022-01-19 00:00:00-05:00,40.760623931884766,64.95398712158203,53.684173583984375,83.7898178100586,79.16830444335938,-0.0182725733131295,-64.81937034556778,1.184416026543759,73.05463945093146,0.9981240620310156,-0.0104331009211664,4444000000.0,-0.628834,,,1.3170601255012797,Constellation Energy,Utilities
84,CF,2021-12-31 00:00:00-05:00,66.13195037841797,96.67007446289062,80.74201202392578,91.00552368164062,80.87223052978516,0.2860262008733624,15.597158108117444,4.4596780011896335,115.90767311291329,1.8107541899441344,0.1402569593147751,2606000000.0,4.24,1.273994900813968,1.390713379392314,1.220923031557516,CF Industries,Materials
